"Code_geographique","Libelle_geographique","Salaire_net_horaire_moyen_en_2014_euro"
77061,"Cannes-Écluse","13,7"
77067,"Cesson","16,7"
77079,"Champagne-sur-Seine","13,2"
77083,"Champs-sur-Marne","15,4"
77085,"Chanteloup-en-Brie","16,4"
77088,"La Chapelle-la-Reine","14,3"
77096,"Chartrettes","19,4"
77099,"Château-Landon","13,5"
77100,"Le Châtelet-en-Brie","15,5"
77107,"Chaumes-en-Brie","15,7"
77108,"Chelles","15,0"
77111,"Chessy","16,6"
77114,"Chevry-Cossigny","16,8"
77118,"Claye-Souilly","16,1"
77121,"Collégien","16,3"
77122,"Combs-la-Ville","15,3"
77127,"Coubert","15,0"
77128,"Couilly-Pont-aux-Dames","17,5"
77131,"Coulommiers","12,6"
77132,"Coupvray","17,9"
77139,"Courtry","16,5"
77142,"Crécy-la-Chapelle","15,8"
77143,"Crégy-lès-Meaux","14,4"
77146,"Croissy-Beaubourg","18,9"
77152,"Dammarie-les-Lys","13,5"
77153,"Dammartin-en-Goële","16,0"
77155,"Dampmart","16,3"
77159,"Donnemarie-Dontilly","13,6"
77168,"Égreville","13,9"
77169,"Émerainville","16,0"
77171,"Esbly","15,9"
77175,"Évry-Grégy-sur-Yerre","17,5"
77176,"Faremoutiers","14,4"
77181,"Ferrières-en-Brie","16,3"
77182,"La Ferté-Gaucher","11,7"
77183,"La Ferté-sous-Jouarre","13,4"
77186,"Fontainebleau","20,0"
77192,"Fontenay-Trésigny","14,1"
77210,"La Grande-Paroisse","15,0"
77215,"Gretz-Armainvilliers","14,3"
77217,"Grisy-Suisnes","17,7"
77219,"Guérard","15,9"
77222,"Guignes","13,9"
77226,"Héricy","19,1"
77238,"Jouarre","14,2"
77240,"Jouy-sur-Morin","13,5"
77241,"Juilly","14,2"
77243,"Lagny-sur-Marne","15,9"
77249,"Lésigny","21,0"
77251,"Lieusaint","14,2"
77257,"Lizy-sur-Ourcq","12,3"
77258,"Lognes","13,9"
77259,"Longperrier","14,9"
77268,"Magny-le-Hongre","18,1"
77276,"Mareuil-lès-Meaux","16,1"
77284,"Meaux","12,8"
77285,"Le Mée-sur-Seine","12,8"
77288,"Melun","13,1"
77294,"Mitry-Mory","14,4"
77296,"Moissy-Cramayel","14,0"
77302,"Montcourt-Fromonville","15,8"
77305,"Montereau-Fault-Yonne","11,9"
77307,"Montévrain","15,4"
77312,"Montigny-sur-Loing","17,8"
77315,"Montry","16,2"
77316,"Moret-sur-Loing","16,3"
77317,"Mormant","13,7"
77320,"Mouroux","14,7"
77322,"Moussy-le-Neuf","16,4"
77326,"Nandy","14,8"
77327,"Nangis","13,1"
77330,"Nanteuil-lès-Meaux","15,0"
77333,"Nemours","12,7"
77335,"Chauconin-Neufmontiers","16,4"
77337,"Noisiel","13,8"
77344,"Oissery","15,4"
77349,"Othis","15,7"
77350,"Ozoir-la-Ferrière","16,9"
77359,"Perthes","18,2"
77371,"Pommeuse","15,2"
77372,"Pomponne","16,8"
77373,"Pontault-Combault","14,8"
77374,"Pontcarré","16,6"
77377,"Presles-en-Brie","15,9"
77378,"Pringy","15,3"
77379,"Provins","13,0"
77382,"Quincy-Voisins","15,8"
77385,"Rebais","12,4"
77389,"La Rochette","17,3"
77390,"Roissy-en-Brie","14,6"
77393,"Rozay-en-Brie","14,7"
77407,"Saint-Fargeau-Ponthierry","15,8"
77409,"Saint-Germain-Laval","14,0"
77413,"Saint-Germain-sur-Morin","17,2"
77419,"Saint-Mammès","14,9"
77420,"Saint-Mard","15,6"
77430,"Saint-Pathus","15,9"
77431,"Saint-Pierre-lès-Nemours","14,9"
77437,"Saint-Soupplets","14,7"
77438,"Saint-Thibault-des-Vignes","17,0"
77441,"Samois-sur-Seine","23,6"
77442,"Samoreau","17,9"
77445,"Savigny-le-Temple","14,0"
77449,"Serris","14,4"
77450,"Servon","19,5"
77455,"Soignolles-en-Brie","16,4"
77458,"Souppes-sur-Loing","13,3"
77463,"Thomery","19,1"
77464,"Thorigny-sur-Marne","15,8"
77468,"Torcy","13,8"
77470,"Tournan-en-Brie","15,4"
77475,"Trilport","15,0"
77479,"Vaires-sur-Marne","16,5"
77482,"Varennes-sur-Seine","12,8"
77487,"Vaux-le-Pénil","16,3"
77491,"Veneux-les-Sablons","17,9"
77493,"Verneuil-l'Étang","14,4"
77494,"Vernou-la-Celle-sur-Seine","14,9"
77495,"Vert-Saint-Denis","15,7"
77513,"Villenoy","13,8"
77514,"Villeparisis","14,2"
77517,"Villevaudé","17,6"
77533,"Vulaines-sur-Seine","20,3"
78003,"Ablis","15,8"
78005,"Achères","15,8"
78015,"Andrésy","19,1"
78029,"Aubergenville","14,4"
78043,"Bailly","26,8"
78062,"Beynes","18,2"
78073,"Bois-d'Arcy","17,2"
78089,"Bonnières-sur-Seine","13,6"
78090,"Bouafle","17,5"
78092,"Bougival","23,9"
78117,"Buc","23,7"
78118,"Buchelay","15,1"
78123,"Carrières-sous-Poissy","15,4"
78124,"Carrières-sur-Seine","21,7"
78126,"La Celle-Saint-Cloud","25,1"
78133,"Chambourcy","33,7"
78138,"Chanteloup-les-Vignes","13,7"
78146,"Chatou","24,5"
78158,"Le Chesnay","24,6"
78160,"Chevreuse","23,7"
78165,"Les Clayes-sous-Bois","16,3"
78168,"Coignières","13,8"
78172,"Conflans-Sainte-Honorine","17,2"
78190,"Croissy-sur-Seine","32,7"
78206,"Ecquevilly","17,1"
78208,"Élancourt","16,5"
78217,"Épône","16,3"
78220,"Les Essarts-le-Roi","19,2"
78224,"L'Étang-la-Ville","33,6"
78233,"Feucherolles","38,7"
78238,"Flins-sur-Seine","15,9"
78242,"Fontenay-le-Fleury","17,2"
78251,"Fourqueux","38,6"
78255,"Freneuse","14,3"
78263,"Gambais","21,5"
78265,"Garancières","19,3"
78267,"Gargenville","15,4"
78291,"Guerville","16,1"
78297,"Guyancourt","17,9"
78299,"Hardricourt","15,8"
78310,"Houdan","14,5"
78311,"Houilles","19,1"
78314,"Issou","14,7"
78321,"Jouars-Pontchartrain","21,5"
78322,"Jouy-en-Josas","26,9"
78327,"Juziers","16,8"
78335,"Limay","13,2"
78350,"Louveciennes","29,7"
78354,"Magnanville","15,5"
78356,"Magny-les-Hameaux","19,3"
78358,"Maisons-Laffitte","26,1"
78361,"Mantes-la-Jolie","12,8"
78362,"Mantes-la-Ville","13,7"
78367,"Mareil-Marly","34,5"
78372,"Marly-le-Roi","22,2"
78380,"Maule","20,9"
78382,"Maurecourt","18,9"
78383,"Maurepas","16,9"
78396,"Le Mesnil-le-Roi","26,6"
78397,"Le Mesnil-Saint-Denis","21,8"
78401,"Meulan-en-Yvelines","14,3"
78402,"Mézières-sur-Seine","17,1"
78418,"Montesson","22,6"
78420,"Montfort-l'Amaury","25,0"
78423,"Montigny-le-Bretonneux","19,5"
78431,"Morainvilliers","28,6"
78440,"Les Mureaux","12,4"
78442,"Neauphle-le-Château","20,9"
78455,"Noisy-le-Roi","30,0"
78465,"Orgerus","18,7"
78466,"Orgeval","29,3"
78481,"Le Pecq","22,6"
78486,"Le Perray-en-Yvelines","18,1"
78490,"Plaisir","16,5"
78498,"Poissy","16,7"
78501,"Porcheville","14,6"
78502,"Le Port-Marly","19,3"
78513,"La Queue-les-Yvelines","18,9"
78517,"Rambouillet","18,1"
78524,"Rocquencourt","24,8"
78531,"Rosny-sur-Seine","14,8"
78537,"Saint-Arnoult-en-Yvelines","19,3"
78545,"Saint-Cyr-l'École","17,1"
78551,"Saint-Germain-en-Laye","28,0"
78571,"Saint-Nom-la-Bretèche","43,3"
78575,"Saint-Rémy-lès-Chevreuse","24,3"
78586,"Sartrouville","16,0"
78591,"Septeuil","19,1"
78621,"Trappes","12,2"
78624,"Triel-sur-Seine","19,9"
78638,"Vaux-sur-Seine","19,4"
78640,"Vélizy-Villacoublay","18,6"
78642,"Verneuil-sur-Seine","20,0"
78643,"Vernouillet","20,9"
78644,"La Verrière","13,4"
78646,"Versailles","24,7"
78650,"Le Vésinet","36,3"
78672,"Villennes-sur-Seine","32,0"
78674,"Villepreux","18,8"
78683,"Villiers-Saint-Frédéric","21,4"
78686,"Viroflay","24,2"
78688,"Voisins-le-Bretonneux","24,4"
79003,"Aiffres","14,3"
79005,"Airvault","11,9"
79048,"La Crèche","14,0"
79049,"Bressuire","11,9"
79061,"Celles-sur-Belle","12,2"
79062,"Cerizay","11,1"
79079,"Mauléon","11,6"
79080,"Châtillon-sur-Thouet","11,7"
79081,"Chauray","14,7"
79083,"Chef-Boutonne","10,9"
79100,"Coulon","15,0"
79101,"Coulonges-sur-l'Autize","12,6"
79109,"Échiré","14,9"
79123,"La Forêt-sur-Sèvre","11,1"
79130,"Frontenay-Rohan-Rohan","14,3"
79162,"Magné","15,8"
79170,"Mauzé-sur-le-Mignon","12,8"
79171,"Mauzé-Thouarsais","11,1"
79174,"Melle","11,9"
79179,"Moncoutant","11,5"
79185,"Mougon","13,8"
79191,"Niort","14,9"
79195,"Nueil-les-Aubiers","11,2"
79202,"Parthenay","11,6"
79216,"Prahecq","13,2"
79270,"Saint-Maixent-l'École","11,5"
79299,"Saint-Varent","11,6"
79322,"Le Tallud","11,1"
79329,"Thouars","12,0"
79355,"Vouillé","15,4"
80001,"Abbeville","11,9"
80010,"Ailly-sur-Noye","13,3"
80011,"Ailly-sur-Somme","12,1"
80013,"Airaines","11,9"
80016,"Albert","12,4"
80021,"Amiens","13,0"
80071,"Beauval","12,2"
80131,"Boves","14,2"
80164,"Camon","13,7"
80182,"Cayeux-sur-Mer","11,0"
80212,"Corbie","12,5"
80253,"Doullens","11,8"
80308,"Feuquières-en-Vimeu","12,3"
80316,"Flesselles","13,5"
80318,"Flixecourt","11,2"
80360,"Fressenneville","11,6"
80368,"Friville-Escarbotin","11,2"
80373,"Gamaches","11,4"
80410,"Ham","11,6"
80489,"Longueau","13,2"
80533,"Mers-les-Bains","12,0"
80561,"Montdidier","11,8"
80570,"Moreuil","12,6"
80585,"Nesle","12,3"
80620,"Péronne","11,9"
80630,"Poix-de-Picardie","11,8"
80632,"Pont-de-Metz","15,0"
80674,"Rivery","13,2"
80680,"Rosières-en-Santerre","12,1"
80685,"Roye","11,9"
80688,"Rue","11,5"
80711,"Saint-Ouen","11,5"
80721,"Saint-Valery-sur-Somme","13,0"
80724,"Saleux","13,9"
80725,"Salouël","16,0"
80793,"Vignacourt","13,1"
80799,"Villers-Bretonneux","13,4"
81002,"Aiguefonde","11,6"
81004,"Albi","12,9"
81018,"Arthès","12,0"
81021,"Aussillon","11,7"
81033,"Blaye-les-Mines","10,3"
81038,"Brens","13,0"
81039,"Briatexte","11,6"
81048,"Cagnac-les-Mines","11,3"
81052,"Cambon","12,9"
81060,"Carmaux","11,1"
81065,"Castres","13,1"
81070,"Coufouleux","13,8"
81099,"Gaillac","12,5"
81105,"Graulhet","11,3"
81120,"Labruguière","11,6"
81124,"Lacaune","11,7"
81140,"Lavaur","13,3"
81144,"Lescure-d'Albigeois","12,2"
81145,"Lisle-sur-Tarn","13,0"
81156,"Marssac-sur-Tarn","12,9"
81163,"Mazamet","11,7"
81182,"Montredon-Labessonnié","11,4"
81204,"Payrin-Augmontel","12,3"
81209,"Pont-de-Larn","12,8"
81218,"Puygouzon","14,9"
81219,"Puylaurens","12,9"
81220,"Rabastens","14,2"
81222,"Réalmont","11,8"
81227,"Roquecourbe","11,3"
81244,"Saint-Benoît-de-Carmaux","10,7"
81257,"Saint-Juéry","11,6"
81271,"Saint-Sulpice-la-Pointe","14,2"
81273,"Saïx","13,7"
81281,"Sémalens","12,9"
81288,"Sorèze","12,7"
81289,"Soual","12,0"
82002,"Albias","11,8"
82013,"Beaumont-de-Lomagne","11,7"
82025,"Bressols","12,9"
82033,"Castelsarrasin","12,0"
82037,"Caussade","11,5"
82075,"Grisolles","13,3"
82079,"Labastide-Saint-Pierre","12,8"
82087,"Lafrançaise","12,1"
82096,"La Ville-Dieu-du-Temple","11,1"
82112,"Moissac","12,1"
82121,"Montauban","12,8"
82124,"Montbeton","12,6"
82125,"Montech","12,7"
82134,"Nègrepelisse","11,8"
82161,"Saint-Étienne-de-Tulmont","11,8"
82169,"Saint-Nicolas-de-la-Grave","12,2"
82179,"Septfonds","12,0"
82186,"Valence","12,7"
82190,"Verdun-sur-Garonne","13,3"
83001,"Les Adrets-de-l'Estérel","16,6"
83004,"Les Arcs","12,4"
83007,"Aups","12,0"
83008,"Bagnols-en-Forêt","13,8"
83009,"Bandol","14,7"
83012,"Barjols","11,8"
83016,"Le Beausset","14,9"
83017,"Belgentier","13,0"
83018,"Besse-sur-Issole","12,9"
83019,"Bormes-les-Mimosas","12,8"
83021,"Bras","14,2"
83023,"Brignoles","12,1"
83027,"La Cadière-d'Azur","17,3"
83029,"Callian","16,1"
83031,"Le Cannet-des-Maures","12,4"
83032,"Carcès","12,1"
83033,"Carnoules","12,0"
83034,"Carqueiranne","15,8"
83035,"Le Castellet","14,1"
83036,"Cavalaire-sur-Mer","11,8"
83042,"Cogolin","11,9"
83046,"Cotignac","12,8"
83047,"La Crau","12,8"
83048,"La Croix-Valmer","13,0"
83049,"Cuers","12,7"
83050,"Draguignan","12,2"
83053,"Évenos","15,0"
83054,"La Farlède","13,1"
83055,"Fayence","13,7"
83056,"Figanières","12,4"
83057,"Flassans-sur-Issole","12,5"
83058,"Flayosc","12,7"
83059,"Forcalqueiret","13,3"
83061,"Fréjus","12,7"
83062,"La Garde","12,8"
83064,"Garéoult","13,5"
83065,"Gassin","14,4"
83067,"Gonfaron","12,0"
83068,"Grimaud","12,7"
83069,"Hyères","12,6"
83070,"Le Lavandou","11,6"
83071,"La Londe-les-Maures","12,7"
83072,"Lorgues","12,7"
83073,"Le Luc","11,8"
83077,"Méounes-lès-Montrieux","13,9"
83081,"Montauroux","15,3"
83085,"La Motte","14,0"
83086,"Le Muy","12,1"
83087,"Nans-les-Pins","14,7"
83088,"Néoules","13,4"
83090,"Ollioules","13,6"
83091,"Pierrefeu-du-Var","13,1"
83092,"Pignans","12,3"
83094,"Le Plan-de-la-Tour","12,8"
83097,"Pourrières","16,2"
83098,"Le Pradet","13,7"
83099,"Puget-sur-Argens","12,5"
83100,"Puget-Ville","12,6"
83101,"Ramatuelle","15,4"
83102,"Régusse","12,2"
83103,"Le Revest-les-Eaux","14,5"
83104,"Rians","13,9"
83106,"Rocbaron","13,2"
83107,"Roquebrune-sur-Argens","13,3"
83108,"La Roquebrussanne","12,6"
83112,"Saint-Cyr-sur-Mer","15,1"
83113,"Saint-Julien","14,0"
83115,"Sainte-Maxime","12,3"
83116,"Saint-Maximin-la-Sainte-Baume","14,4"
83118,"Saint-Raphaël","13,3"
83119,"Saint-Tropez","14,3"
83120,"Saint-Zacharie","15,4"
83121,"Salernes","11,9"
83123,"Sanary-sur-Mer","14,7"
83124,"Seillans","13,4"
83125,"Seillons-Source-d'Argens","14,4"
83126,"La Seyne-sur-Mer","12,3"
83127,"Signes","13,4"
83129,"Six-Fours-les-Plages","13,6"
83130,"Solliès-Pont","12,7"
83131,"Solliès-Toucas","13,5"
83132,"Solliès-Ville","13,9"
83136,"Le Thoronet","13,5"
83137,"Toulon","12,6"
83138,"Tourrettes","13,7"
83140,"Tourves","13,5"
83141,"Trans-en-Provence","13,2"
83143,"Le Val","12,8"
83144,"La Valette-du-Var","13,0"
83148,"Vidauban","12,2"
83150,"Vinon-sur-Verdon","14,6"
83153,"Saint-Mandrier-sur-Mer","13,1"
84001,"Althen-des-Paluds","14,4"
84003,"Apt","11,5"
84004,"Aubignan","13,0"
84007,"Avignon","12,3"
84012,"Beaumes-de-Venise","12,6"
84016,"Bédarrides","12,9"
84017,"Bédoin","12,6"
84019,"Bollène","13,2"
84026,"Cadenet","13,3"
84027,"Caderousse","14,2"
84029,"Camaret-sur-Aigues","13,3"
84030,"Caromb","13,1"
84031,"Carpentras","11,9"
84034,"Caumont-sur-Durance","14,0"
84035,"Cavaillon","11,6"
84036,"Châteauneuf-de-Gadagne","14,3"
84037,"Châteauneuf-du-Pape","13,7"
84038,"Cheval-Blanc","13,6"
84039,"Courthézon","12,7"
84043,"Entraigues-sur-la-Sorgue","12,9"
84047,"Gargas","12,1"
84050,"Gordes","15,1"
84054,"L'Isle-sur-la-Sorgue","13,1"
84056,"Jonquières","12,6"
84064,"Lapalud","12,7"
84065,"Lauris","13,9"
84067,"Loriol-du-Comtat","13,4"
84069,"Malaucène","11,4"
84072,"Mazan","13,1"
84078,"Mondragon","13,4"
84080,"Monteux","12,4"
84081,"Morières-lès-Avignon","13,7"
84083,"Mornas","13,9"
84087,"Orange","12,8"
84088,"Pernes-les-Fontaines","14,4"
84089,"Pertuis","14,0"
84091,"Piolenc","13,6"
84092,"Le Pontet","12,4"
84099,"Robion","13,0"
84106,"Sainte-Cécile-les-Vignes","13,1"
84108,"Saint-Didier","15,5"
84118,"Saint-Saturnin-lès-Apt","13,1"
84119,"Saint-Saturnin-lès-Avignon","14,8"
84122,"Sarrians","12,4"
84127,"Sérignan-du-Comtat","14,3"
84129,"Sorgues","12,2"
84132,"Le Thor","13,6"
84133,"La Tour-d'Aigues","15,2"
84137,"Vaison-la-Romaine","12,4"
84138,"Valréas","11,7"
84141,"Vedène","13,3"
84142,"Velleron","14,7"
84147,"Villelaure","15,2"
85001,"L'Aiguillon-sur-Mer","10,9"
85003,"Aizenay","11,9"
85004,"Angles","11,6"
85008,"Aubigny","12,2"
85012,"La Barre-de-Monts","10,8"
85016,"Beaulieu-sous-la-Roche","11,7"
85017,"Beaurepaire","12,1"
85018,"Beauvoir-sur-Mer","11,2"
85019,"Belleville-sur-Vie","12,8"
85020,"Benet","13,5"
85025,"La Boissière-de-Montaigu","11,7"
85027,"Boufféré","13,1"
85029,"Bouin","11,4"
85031,"Le Boupère","11,5"
85034,"Bournezeau","11,8"
85035,"Bretignolles-sur-Mer","12,3"
85038,"Les Brouzils","11,8"
85039,"La Bruffière","11,5"
85046,"La Chaize-le-Vicomte","12,0"
85047,"Challans","12,1"
85051,"Chantonnay","11,5"
85059,"La Châtaigneraie","11,4"
85060,"Château-d'Olonne","12,6"
85064,"Chauché","11,4"
85065,"Chavagnes-en-Paillers","11,5"
85069,"Les Clouzeaux","13,2"
85070,"Coëx","11,3"
85071,"Commequiers","11,0"
85076,"Cugand","13,3"
85081,"Dompierre-sur-Yon","12,9"
85082,"Les Epesses","11,4"
85084,"Les Essarts","11,7"
85088,"Le Fenouiller","12,2"
85089,"La Ferrière","12,2"
85090,"La Flocellière","11,6"
85092,"Fontenay-le-Comte","11,9"
85096,"La Garnache","11,7"
85097,"La Gaubretière","11,3"
85100,"Givrand","12,0"
85103,"Grosbreuil","11,7"
85107,"La Guyonnière","12,1"
85108,"L'Herbergement","12,3"
85109,"Les Herbiers","12,3"
85112,"L'Île-d'Olonne","12,2"
85113,"L'Île-d'Yeu","11,8"
85114,"Jard-sur-Mer","12,3"
85118,"Landeronde","12,7"
85119,"Les Landes-Genusson","11,7"
85127,"Longeville-sur-Mer","11,5"
85128,"Luçon","11,9"
85129,"Les Lucs-sur-Boulogne","11,9"
85135,"Mareuil-sur-Lay-Dissais","11,7"
85146,"Montaigu","13,1"
85151,"Mortagne-sur-Sèvre","12,3"
85152,"La Mothe-Achard","11,5"
85153,"Mouchamps","11,6"
85155,"Mouilleron-le-Captif","13,7"
85159,"Nalliers","11,2"
85160,"Nesmy","12,6"
85161,"Nieul-le-Dolent","11,4"
85163,"Noirmoutier-en-l'Île","11,7"
85166,"Olonne-sur-Mer","12,8"
85178,"Le Poiré-sur-Vie","13,0"
85182,"Pouzauges","12,0"
85190,"Rocheservière","12,1"
85191,"La Roche-sur-Yon","12,7"
85194,"Les Sables-d'Olonne","13,0"
85204,"Saint-Christophe-du-Ligneron","11,2"
85208,"Saint-Denis-la-Chevasse","11,8"
85210,"Saint-Étienne-du-Bois","11,2"
85211,"Sainte-Flaive-des-Loups","12,1"
85213,"Saint-Florent-des-Bois","11,8"
85215,"Saint-Fulgent","11,6"
85216,"Sainte-Gemme-la-Plaine","11,3"
85217,"Saint-Georges-de-Montaigu","12,8"
85221,"Saint-Gervais","11,3"
85222,"Saint-Gilles-Croix-de-Vie","12,6"
85223,"Sainte-Hermine","11,5"
85224,"Saint-Hilaire-de-Loulay","12,2"
85226,"Saint-Hilaire-de-Riez","12,3"
85234,"Saint-Jean-de-Monts","12,0"
85238,"Saint-Laurent-sur-Sèvre","12,2"
85243,"Brem-sur-Mer","11,5"
85246,"Saint-Martin-des-Noyers","11,4"
85250,"Saint-Mathurin","11,7"
85257,"Saint-Michel-Mont-Mercure","11,2"
85262,"Saint-Philbert-de-Bouaine","11,7"
85280,"Sallertaine","11,7"
85284,"Soullans","12,2"
85288,"Talmont-Saint-Hilaire","12,2"
85294,"La Tranche-sur-Mer","12,3"
85295,"Treize-Septiers","11,9"
85300,"Venansault","12,9"
85302,"La Verrie","11,7"
86032,"Bonneuil-Matours","13,2"
86041,"Buxerolles","13,2"
86062,"Chasseneuil-du-Poitou","11,9"
86066,"Châtellerault","13,1"
86070,"Chauvigny","13,7"
86076,"Cissé","13,9"
86078,"Civray","11,3"
86092,"Dangé-Saint-Romain","12,1"
86095,"Dissay","12,4"
86100,"Fontaine-le-Comte","14,6"
86113,"Iteuil","12,5"
86115,"Jaunay-Clan","12,6"
86128,"Lencloître","11,9"
86133,"Ligugé","13,5"
86137,"Loudun","11,2"
86139,"Lusignan","11,8"
86140,"Lussac-les-Châteaux","12,9"
86157,"Mignaloux-Beauvoir","15,7"
86158,"Migné-Auxances","13,8"
86160,"Mirebeau","11,5"
86163,"Montamisé","14,5"
86165,"Montmorillon","12,4"
86174,"Naintré","12,7"
86177,"Neuville-de-Poitou","13,1"
86178,"Nieuil-l'Espoir","12,9"
86180,"Nouaillé-Maupertuis","14,6"
86194,"Poitiers","12,6"
86204,"Quinçay","13,7"
86213,"Rouillé","11,6"
86214,"Saint-Benoît","14,7"
86222,"Saint-Georges-lès-Baillargeaux","14,2"
86226,"Saint-Julien-l'Ars","13,0"
86233,"Valdivienne","13,3"
86258,"Scorbé-Clairvaux","12,7"
86263,"Smarves","13,1"
86272,"Thuré","13,5"
86281,"Vendeuvre-du-Poitou","12,9"
86293,"Vivonne","12,4"
86294,"Vouillé","12,8"
86297,"Vouneuil-sous-Biard","13,9"
86298,"Vouneuil-sur-Vienne","12,3"
87001,"Aixe-sur-Vienne","12,7"
87002,"Ambazac","12,3"
87011,"Bellac","10,9"
87014,"Bessines-sur-Gartempe","12,2"
87019,"Boisseuil","15,0"
87021,"Bosmie-l'Aiguille","13,3"
87041,"Châteauponsac","11,5"
87048,"Condat-sur-Vienne","13,6"
87050,"Couzeix","14,1"
87064,"Eymoutiers","11,7"
87065,"Feytiat","14,4"
87075,"Isle","14,3"
87085,"Limoges","12,6"
87106,"Nexon","12,2"
87110,"Oradour-sur-Glane","12,0"
87113,"Le Palais-sur-Vienne","12,9"
87114,"Panazol","14,1"
87125,"Rilhac-Rancon","13,9"
87126,"Rochechouart","12,8"
87143,"Saint-Gence","13,5"
87154,"Saint-Junien","12,3"
87156,"Saint-Just-le-Martel","13,9"
87161,"Saint-Léonard-de-Noblat","11,9"
87178,"Saint-Priest-Taurion","12,2"
87187,"Saint-Yrieix-la-Perche","11,6"
87201,"Verneuil-sur-Vienne","14,5"
87202,"Veyrac","13,6"
87205,"Le Vigen","13,7"
88009,"Anould","11,8"
88075,"La Bresse","11,8"
88078,"Bruyères","11,4"
88087,"Chantraine","14,5"
88090,"Charmes","12,2"
88114,"Contrexéville","13,2"
88116,"Cornimont","10,8"
88158,"Éloyes","12,6"
88160,"Épinal","12,8"
88165,"Étival-Clairefontaine","12,5"
88181,"Fraize","11,2"
88196,"Gérardmer","12,1"
88209,"Golbey","12,0"
88218,"Granges-sur-Vologne","10,8"
88225,"Hadol","12,5"
88270,"Liffol-le-Grand","10,7"
88304,"Mirecourt","11,8"
88319,"Moyenmoutier","11,3"
88321,"Neufchâteau","11,5"
88327,"Nomexy","11,7"
88358,"Pouxeux","12,1"
88367,"Rambervillers","11,4"
88372,"Raon-l'Étape","11,7"
88383,"Remiremont","12,4"
88408,"Rupt-sur-Moselle","11,6"
88409,"Saint-Amé","11,7"
88413,"Saint-Dié-des-Vosges","12,1"
88415,"Saint-Étienne-lès-Remiremont","12,6"
88424,"Sainte-Marguerite","12,2"
88428,"Saint-Michel-sur-Meurthe","12,8"
88429,"Saint-Nabord","12,4"
88445,"Saulcy-sur-Meurthe","12,0"
88447,"Saulxures-sur-Moselotte","11,1"
88451,"Senones","11,4"
88465,"Thaon-les-Vosges","12,5"
88468,"Le Thillot","11,1"
88483,"Uxegney","13,4"
88486,"Vagney","12,1"
88487,"Le Val-d'Ajol","11,5"
88513,"Vincey","12,3"
88516,"Vittel","15,1"
88530,"Xertigny","12,3"
89013,"Appoigny","12,9"
89024,"Auxerre","12,3"
89025,"Avallon","11,6"
89055,"Brienon-sur-Armançon","11,1"
89068,"Chablis","12,7"
89074,"Champigny","13,2"
89099,"Cheny","11,8"
89102,"Chevannes","13,5"
89206,"Joigny","11,8"
89257,"Migennes","11,4"
89263,"Monéteau","12,8"
89287,"Paron","12,8"
89309,"Pont-sur-Yonne","12,4"
89338,"Saint-Clément","13,4"
89345,"Saint-Florentin","11,0"
89346,"Saint-Georges-sur-Baulche","16,1"
89348,"Saint-Julien-du-Sault","12,5"
89387,"Sens","12,5"
89418,"Tonnerre","11,1"
89419,"Toucy","11,5"
89460,"Villeneuve-la-Guyard","13,2"
89464,"Villeneuve-sur-Yonne","12,0"
90008,"Bavilliers","14,2"
90009,"Beaucourt","12,4"
90010,"Belfort","13,8"
90022,"Châtenois-les-Forges","13,9"
90032,"Danjoutin","14,0"
90033,"Delle","12,1"
90039,"Essert","16,1"
90042,"Évette-Salbert","19,1"
90052,"Giromagny","12,7"
90053,"Grandvillars","12,5"
90075,"Offemont","16,0"
90099,"Valdoie","13,8"
91016,"Angerville","13,2"
91021,"Arpajon","14,6"
91027,"Athis-Mons","14,5"
91044,"Ballainvilliers","18,4"
91045,"Ballancourt-sur-Essonne","15,6"
91064,"Bièvres","24,2"
91085,"Boissy-sous-Saint-Yon","16,3"
91086,"Bondoufle","17,0"
91095,"Bouray-sur-Juine","17,1"
91097,"Boussy-Saint-Antoine","15,8"
91099,"Boutigny-sur-Essonne","16,9"
91103,"Brétigny-sur-Orge","15,1"
91105,"Breuillet","16,5"
91111,"Briis-sous-Forges","19,1"
91114,"Brunoy","17,4"
91115,"Bruyères-le-Châtel","17,2"
91122,"Bures-sur-Yvette","23,1"
91129,"Cerny","16,9"
91135,"Champcueil","16,5"
91136,"Champlan","14,9"
91161,"Chilly-Mazarin","14,8"
91174,"Corbeil-Essonnes","12,6"
91179,"Le Coudray-Montceaux","16,4"
91182,"Courcouronnes","13,9"
91191,"Crosne","16,3"
91200,"Dourdan","15,2"
91201,"Draveil","16,9"
91207,"Égly","14,8"
91215,"Épinay-sous-Sénart","12,7"
91216,"Épinay-sur-Orge","17,7"
91223,"Étampes","13,1"
91225,"Étiolles","23,2"
91226,"Étréchy","16,0"
91228,"Évry","12,8"
91232,"La Ferté-Alais","15,7"
91235,"Fleury-Mérogis","12,8"
91249,"Forges-les-Bains","19,4"
91272,"Gif-sur-Yvette","24,9"
91275,"Gometz-le-Châtel","19,2"
91286,"Grigny","11,2"
91312,"Igny","21,2"
91315,"Itteville","16,6"
91326,"Juvisy-sur-Orge","15,6"
91330,"Lardy","17,4"
91333,"Leuville-sur-Orge","17,3"
91338,"Limours","19,4"
91339,"Linas","16,6"
91340,"Lisses","15,7"
91345,"Longjumeau","15,5"
91347,"Longpont-sur-Orge","18,5"
91359,"Maisse","14,7"
91363,"Marcoussis","19,1"
